"ID","RegioS","Code_1","Naam_2","SorteringNaam_3","Code_4","Naam_5","Code_6","Naam_7","Code_8","Naam_9","Code_10","Naam_11","Code_12","Naam_13","Code_14","Naam_15","Code_16","Naam_17","Code_18","Naam_19","Code_20","Naam_21","Code_22","Naam_23","Code_24","Naam_25","Code_26","Naam_27","Code_28","Naam_29","Code_30","Naam_31","Code_32","Naam_33","Code_34","Naam_35","Code_36","Naam_37","Code_38","Naam_39","Code_40","Naam_41","Code_42","Naam_43","Code_44","Omschrijving_45","Code_46","Omschrijving_47","Inwonertal_48","Omgevingsadressendichtheid_49"
40,"GM0063    ","GM0063    ","het Bildt                                         ","Bildt het                                         ","AM02      ","Friesland                                         ","AR05      ","Noord-Nederland                                   ","CR04      ","Noord-Friesland                                   ","CS040     ","Noord-Friesland                                   ","CP0400    ","Noord-Friesland                                   ","GG7206    ","GGD Fryslân                                       ","JZ02      ","Friesland (Fryslân)                               ","KK42      ","Noord                                             ","LB2101    ","Noordelijk Friesland                              ","LG01      ","Bouwhoek en Hogeland                              ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL12      ","Friesland (NL)                                    ","NL121     ","Noord-Friesland                                   ","PV21      ","Friesland                                         ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR17      ","Overig Nederland                                  ","VR02      ","Fryslân                                           ","ZK08      ","Friesland                                         ","3         ","10 000 tot 20 000 inwoners                        ","5         ","Niet stedelijk           ",10493,293
41,"GM0310    ","GM0310    ","De Bilt                                           ","Bilt De                                           ","AM13      ","Midden-Utrecht                                    ","AR04      ","Midden-Nederland                                  ","CR17      ","Utrecht                                           ","CS170     ","Utrecht                                           ","CP1703    ","Stadsgewest Utrecht                               ","GG2514    ","GGD Regio Utrecht                                 ","JZ23      ","Zuidoost Utrecht                                  ","KK41      ","Noordwest                                         ","LB2602    ","Westelijk Weidegebied in Utrecht                  ","LG09      ","Hollands/Utrechts Weidegebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL31      ","Utrecht                                           ","NL310     ","Utrecht                                           ","PV26      ","Utrecht                                           ","RE03      ","Midden-Nederland                                  ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR07      ","Utrechtse Heuvelrug en 't Gooi                    ","VR09      ","Utrecht                                           ","ZK23      ","Utrecht                                           ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",42754,1245
42,"GM0585    ","GM0585    ","Binnenmaas                                        ","Binnenmaas                                        ","AM22      ","Rijnmond                                          ","AR08      ","Rotterdam                                         ","CR29      ","Groot-Rijnmond                                    ","CS292     ","Overig Groot-Rijnmond                             ","CP2920    ","Overig Groot-Rijnmond                             ","GG4816    ","Dienst Gezondheid & Jeugd ZHZ                     ","JZ31      ","Zuid-Holland Zuid                                 ","KK45      ","Zuidwest                                          ","LB2801    ","Voorne-Putten en Hoeksche Waard                   ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL33      ","Zuid-Holland                                      ","NL339     ","Groot-Rijnmond                                    ","PV28      ","Zuid-Holland                                      ","RE07      ","Rotterdam                                         ","RT13      ","Gerechtshof Den Haag                              ","TR04      ","Deltagebied                                       ","VR18      ","Zuid-Holland-Zuid                                 ","ZK29      ","Zuid-Hollandse Eilanden                           ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",29122,659
43,"GM1728    ","GM1728    ","Bladel                                            ","Bladel                                            ","AM28      ","Zuidoost-Brabant                                  ","AR10      ","Oost-Brabant                                      ","CR36      ","Zuidoost-Noord-Brabant                            ","CS360     ","Zuidoost-Noord-Brabant                            ","CP3600    ","Zuidoost-Noord-Brabant                            ","GG5608    ","GGD Brabant-Zuidoost                              ","JZ39      ","Zuidoost-Brabant                                  ","KK44      ","Zuid                                              ","LB3007    ","De Kempen                                         ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL414     ","Zuidoost-Noord-Brabant                            ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR13      ","West- en Midden-Brabant                           ","VR22      ","Brabant-Zuidoost                                  ","ZK30      ","Zuidoost-Brabant                                  ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",20063,680
44,"GM0376    ","GM0376    ","Blaricum                                          ","Blaricum                                          ","AM12      ","Gooi en Vechtstreek                               ","AR04      ","Midden-Nederland                                  ","CR24      ","Het Gooi en Vechtstreek                           ","CS240     ","Het Gooi en Vechtstreek                           ","CP2400    ","Het Gooi en Vechtstreek                           ","GG3606    ","GGD Gooi en Vechtstreek                           ","JZ16      ","Gooi en Vechtstreek                               ","KK41      ","Noordwest                                         ","LB2707    ","'t Gein en Gooiland                               ","LG09      ","Hollands/Utrechts Weidegebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL32      ","Noord-Holland                                     ","NL327     ","Het Gooi en Vechtstreek                           ","PV27      ","Noord-Holland                                     ","RE03      ","Midden-Nederland                                  ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR07      ","Utrechtse Heuvelrug en 't Gooi                    ","VR14      ","Gooi en Vechtstreek                               ","ZK21      ","'t Gooi                                           ","3         ","10 000 tot 20 000 inwoners                        ","3         ","Matig stedelijk          ",10201,1015
45,"GM0377    ","GM0377    ","Bloemendaal                                       ","Bloemendaal                                       ","AM37      ","Zuid-Kennemerland en IJmond                       ","AR02      ","Noord-Holland                                     ","CR21      ","Agglomeratie Haarlem                              ","CS210     ","Agglomeratie Haarlem                              ","CP2100    ","Agglomeratie Haarlem                              ","GG3109    ","GGD Kennemerland                                  ","JZ11      ","Zuid Kennemerland                                 ","KK41      ","Noordwest                                         ","LB2708    ","Kennemerland                                      ","LG07      ","Westelijk Holland                                 ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL32      ","Noord-Holland                                     ","NL324     ","Agglomeratie Haarlem                              ","PV27      ","Noord-Holland                                     ","RE04      ","Noord-Holland                                     ","RT11      ","Gerechtshof Amsterdam                             ","TR02      ","Noordzeebadplaatsen                               ","VR12      ","Kennemerland                                      ","ZK11      ","Kennemerland                                      ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",22826,1056
46,"GM1901    ","GM1901    ","Bodegraven-Reeuwijk                               ","Bodegraven+Reeuwijk                               ","AM20      ","Midden-Holland                                    ","AR07      ","Den Haag                                          ","CR28      ","Oost-Zuid-Holland                                 ","CS280     ","Oost-Zuid-Holland                                 ","CP2800    ","Oost-Zuid-Holland                                 ","GG4506    ","GGD Hollands-Midden                               ","JZ27      ","Midden Holland                                    ","KK45      ","Zuidwest                                          ","LB2806    ","Krimpenerwaard en Oostelijk Rijnland              ","LG09      ","Hollands/Utrechts Weidegebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL33      ","Zuid-Holland                                      ","NL338     ","Oost-Zuid-Holland                                 ","PV28      ","Zuid-Holland                                      ","RE06      ","Den Haag                                          ","RT13      ","Gerechtshof Den Haag                              ","TR06      ","Hollands-Utrechtse meren                          ","VR16      ","Hollands-Midden                                   ","ZK13      ","Midden-Holland                                    ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",33733,1091
47,"GM0755    ","GM0755    ","Boekel                                            ","Boekel                                            ","AM27      ","Noordoost-Brabant                                 ","AR10      ","Oost-Brabant                                      ","CR35      ","Noordoost-Noord-Brabant                           ","CS352     ","Overig Noordoost-Noord-Brabant                    ","CP3520    ","Overig Noordoost-Noord-Brabant                    ","GG5406    ","GGD Hart voor Brabant                             ","JZ33      ","Noordoost Brabant                                 ","KK44      ","Zuid                                              ","LB3010    ","Westelijk Peelgebied                              ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL413     ","Noordoost-Noord-Brabant                           ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR14      ","O.-Brabant, N.- en M.-Limburg, Nijmegen           ","VR21      ","Brabant-Noord                                     ","ZK19      ","Noordoost-Brabant                                 ","3         ","10 000 tot 20 000 inwoners                        ","4         ","Weinig stedelijk         ",10414,505
48,"GM0009    ","GM0009    ","Ten Boer                                          ","Boer Ten                                          ","AM01      ","Groningen                                         ","AR05      ","Noord-Nederland                                   ","CR03      ","Overig Groningen                                  ","CS030     ","Overig Groningen                                  ","CP0300    ","Overig Groningen                                  ","GG0111    ","GGD Groningen                                     ","JZ01      ","Groningen                                         ","KK42      ","Noord                                             ","LB2002    ","Centraal Weidegebied in Groningen                 ","LG03      ","Noordelijk Weidegebied                            ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL11      ","Groningen                                         ","NL113     ","Overig Groningen                                  ","PV20      ","Groningen                                         ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR17      ","Overig Nederland                                  ","VR01      ","Groningen                                         ","ZK09      ","Groningen                                         ","2         ","5 000 tot 10 000 inwoners                         ","5         ","Niet stedelijk           ",7288,371
49,"GM1681    ","GM1681    ","Borger-Odoorn                                     ","Borger+Odoorn                                     ","AM03      ","Drenthe                                           ","AR05      ","Noord-Nederland                                   ","CR08      ","Zuidoost-Drenthe                                  ","CS080     ","Zuidoost-Drenthe                                  ","CP0800    ","Zuidoost-Drenthe                                  ","GG0706    ","GGD Drenthe                                       ","JZ04      ","Drenthe                                           ","KK42      ","Noord                                             ","LB2205    ","Drentse Veenkoloniën en Hondsrug                  ","LG02      ","Veenkoloniën en Oldambt                           ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL13      ","Drenthe                                           ","NL132     ","Zuidoost-Drenthe                                  ","PV22      ","Drenthe                                           ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR12      ","Groningse, Friese en Drentse Zandgronden          ","VR03      ","Drenthe                                           ","ZK06      ","Drenthe                                           ","4         ","20 000 tot 50 000 inwoners                        ","5         ","Niet stedelijk           ",25355,251
50,"GM0147    ","GM0147    ","Borne                                             ","Borne                                             ","AM05      ","Twente                                            ","AR06      ","Overijssel                                        ","CR12      ","Twente                                            ","CS120     ","Twente                                            ","CP1200    ","Twente                                            ","GG1106    ","GGD Regio Twente                                  ","JZ14      ","Twente                                            ","KK43      ","Oost                                              ","LB2303    ","Twente                                            ","LG04      ","Oostelijk Veehouderijgebied                       ","LD02      ","Oost-Nederland                                    ","NL2       ","Oost-Nederland                                    ","NL21      ","Overijssel                                        ","NL213     ","Twente                                            ","PV23      ","Overijssel                                        ","RE02      ","Oost-Nederland                                    ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR11      ","Twente, Salland en Vechtstreek                    ","VR05      ","Twente                                            ","ZK22      ","Twente                                            ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",22795,1216
51,"GM0654    ","GM0654    ","Borsele                                           ","Borsele                                           ","AM24      ","Zeeland                                           ","AR11      ","Zeeland-West-Brabant                              ","CR32      ","Overig Zeeland                                    ","CS320     ","Overig Zeeland                                    ","CP3200    ","Overig Zeeland                                    ","GG5006    ","GGD Zeeland                                       ","JZ38      ","Zeeland                                           ","KK45      ","Zuidwest                                          ","LB2902    ","Walcheren en Zuid-Beveland                        ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL34      ","Zeeland                                           ","NL342     ","Overig Zeeland                                    ","PV29      ","Zeeland                                           ","RE08      ","Zeeland - West-Brabant                            ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR04      ","Deltagebied                                       ","VR19      ","Zeeland                                           ","ZK27      ","Zeeland                                           ","4         ","20 000 tot 50 000 inwoners                        ","5         ","Niet stedelijk           ",22688,319
52,"GM0756    ","GM0756    ","Boxmeer                                           ","Boxmeer                                           ","AM27      ","Noordoost-Brabant                                 ","AR10      ","Oost-Brabant                                      ","CR35      ","Noordoost-Noord-Brabant                           ","CS352     ","Overig Noordoost-Noord-Brabant                    ","CP3520    ","Overig Noordoost-Noord-Brabant                    ","GG5406    ","GGD Hart voor Brabant                             ","JZ33      ","Noordoost Brabant                                 ","KK44      ","Zuid                                              ","LB3009    ","Maaskant en Land van Cuijk                        ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL413     ","Noordoost-Noord-Brabant                           ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR14      ","O.-Brabant, N.- en M.-Limburg, Nijmegen           ","VR21      ","Brabant-Noord                                     ","ZK19      ","Noordoost-Brabant                                 ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",28709,638
53,"GM0757    ","GM0757    ","Boxtel                                            ","Boxtel                                            ","AM27      ","Noordoost-Brabant                                 ","AR10      ","Oost-Brabant                                      ","CR35      ","Noordoost-Noord-Brabant                           ","CS351     ","Stadsgewest 's-Hertogenbosch                      ","CP3510    ","Stadsgewest 's-Hertogenbosch                      ","GG5406    ","GGD Hart voor Brabant                             ","JZ33      ","Noordoost Brabant                                 ","KK44      ","Zuid                                              ","LB3008    ","Midden-Noord-Brabant                              ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL413     ","Noordoost-Noord-Brabant                           ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR13      ","West- en Midden-Brabant                           ","VR21      ","Brabant-Noord                                     ","ZK19      ","Noordoost-Brabant                                 ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",30655,1229
54,"GM0758    ","GM0758    ","Breda                                             ","Breda                                             ","AM25      ","West-Brabant                                      ","AR11      ","Zeeland-West-Brabant                              ","CR33      ","West-Noord-Brabant                                ","CS330     ","West-Noord-Brabant                                ","CP3300    ","West-Noord-Brabant                                ","GG5206    ","GGD West-Brabant                                  ","JZ34      ","West Brabant Oost                                 ","KK44      ","Zuid                                              ","LB3006    ","Land van Breda                                    ","LG12      ","Zuidwest-Brabant                                  ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL411     ","West-Noord-Brabant                                ","PV30      ","Noord-Brabant                                     ","RE08      ","Zeeland - West-Brabant                            ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR13      ","West- en Midden-Brabant                           ","VR20      ","Midden- en West-Brabant                           ","ZK25      ","West-Brabant                                      ","7         ","150 000 tot 250 000 inwoners                      ","2         ","Sterk stedelijk          ",182304,2139
55,"GM0501    ","GM0501    ","Brielle                                           ","Brielle                                           ","AM22      ","Rijnmond                                          ","AR08      ","Rotterdam                                         ","CR29      ","Groot-Rijnmond                                    ","CS291     ","Rijnmond                                          ","CP2910    ","Rijnmond                                          ","GG4607    ","GGD Rotterdam-Rijnmond                            ","JZ29      ","Rijnmond                                          ","KK45      ","Zuidwest                                          ","LB2801    ","Voorne-Putten en Hoeksche Waard                   ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL33      ","Zuid-Holland                                      ","NL339     ","Groot-Rijnmond                                    ","PV28      ","Zuid-Holland                                      ","RE07      ","Rotterdam                                         ","RT13      ","Gerechtshof Den Haag                              ","TR04      ","Deltagebied                                       ","VR17      ","Rotterdam-Rijnmond                                ","ZK29      ","Zuid-Hollandse Eilanden                           ","3         ","10 000 tot 20 000 inwoners                        ","4         ","Weinig stedelijk         ",16833,856
56,"GM1876    ","GM1876    ","Bronckhorst                                       ","Bronckhorst                                       ","AM09      ","Achterhoek                                        ","AR03      ","Gelderland                                        ","CR14      ","Achterhoek                                        ","CS140     ","Achterhoek                                        ","CP1400    ","Achterhoek                                        ","GG1413    ","GGD Noord- en Oost-Gelderland                     ","JZ25      ","Achterhoek                                        ","KK43      ","Oost                                              ","LB2508    ","Achterhoek                                        ","LG04      ","Oostelijk Veehouderijgebied                       ","LD02      ","Oost-Nederland                                    ","NL2       ","Oost-Nederland                                    ","NL22      ","Gelderland                                        ","NL225     ","Achterhoek                                        ","PV25      ","Gelderland                                        ","RE02      ","Oost-Nederland                                    ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR10      ","Achterhoek                                        ","VR06      ","Noord- en Oost-Gelderland                         ","ZK04      ","Arnhem                                            ","4         ","20 000 tot 50 000 inwoners                        ","5         ","Niet stedelijk           ",36410,376
57,"GM0213    ","GM0213    ","Brummen                                           ","Brummen                                           ","AM06      ","Stedendriehoek en Noordwest Veluwe                ","AR03      ","Gelderland                                        ","CR14      ","Achterhoek                                        ","CS140     ","Achterhoek                                        ","CP1400    ","Achterhoek                                        ","GG1413    ","GGD Noord- en Oost-Gelderland                     ","JZ17      ","Midden IJssel / Oost Veluwe                       ","KK43      ","Oost                                              ","LB2502    ","IJsselstreek                                      ","LG04      ","Oostelijk Veehouderijgebied                       ","LD02      ","Oost-Nederland                                    ","NL2       ","Oost-Nederland                                    ","NL22      ","Gelderland                                        ","NL225     ","Achterhoek                                        ","PV25      ","Gelderland                                        ","RE02      ","Oost-Nederland                                    ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR08      ","Veluwe en Veluwerand                              ","VR06      ","Noord- en Oost-Gelderland                         ","ZK03      ","Apeldoorn/Zutphen                                 ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",20843,760
58,"GM0899    ","GM0899    ","Brunssum                                          ","Brunssum                                          ","AM30      ","Zuid-Limburg                                      ","AR09      ","Limburg                                           ","CR39      ","Zuid-Limburg                                      ","CS390     ","Zuid-Limburg                                      ","CP3900    ","Zuid-Limburg                                      ","GG6106    ","GGD Zuid-Limburg                                  ","JZ41      ","Zuid-Limburg                                      ","KK44      ","Zuid                                              ","LB3102    ","Zuid-Limburg                                      ","LG14      ","Zuid-Limburg                                      ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL42      ","Limburg (NL)                                      ","NL423     ","Zuid-Limburg                                      ","PV31      ","Limburg                                           ","RE10      ","Limburg                                           ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR15      ","Zuid-Limburg                                      ","VR24      ","Limburg-Zuid                                      ","ZK31      ","Zuid-Limburg                                      ","4         ","20 000 tot 50 000 inwoners                        ","2         ","Sterk stedelijk          ",28358,1665
59,"GM0312    ","GM0312    ","Bunnik                                            ","Bunnik                                            ","AM13      ","Midden-Utrecht                                    ","AR04      ","Midden-Nederland                                  ","CR17      ","Utrecht                                           ","CS170     ","Utrecht                                           ","CP1703    ","Stadsgewest Utrecht                               ","GG2514    ","GGD Regio Utrecht                                 ","JZ23      ","Zuidoost Utrecht                                  ","KK41      ","Noordwest                                         ","LB2601    ","Kromme Rijn-streek en Heuvelrug                   ","LG10      ","Rivierengebied                                    ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL31      ","Utrecht                                           ","NL310     ","Utrecht                                           ","PV26      ","Utrecht                                           ","RE03      ","Midden-Nederland                                  ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR17      ","Overig Nederland                                  ","VR09      ","Utrecht                                           ","ZK23      ","Utrecht                                           ","3         ","10 000 tot 20 000 inwoners                        ","4         ","Weinig stedelijk         ",15156,652
60,"GM0313    ","GM0313    ","Bunschoten                                        ","Bunschoten                                        ","AM14      ","Amersfoort                                        ","AR04      ","Midden-Nederland                                  ","CR17      ","Utrecht                                           ","CS170     ","Utrecht                                           ","CP1702    ","Stadsgewest Amersfoort                            ","GG2514    ","GGD Regio Utrecht                                 ","JZ20      ","Eemland                                           ","KK41      ","Noordwest                                         ","LB2604    ","Eemland                                           ","LG09      ","Hollands/Utrechts Weidegebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL31      ","Utrecht                                           ","NL310     ","Utrecht                                           ","PV26      ","Utrecht                                           ","RE03      ","Midden-Nederland                                  ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR03      ","IJsselmeerkust                                    ","VR09      ","Utrecht                                           ","ZK23      ","Utrecht                                           ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",21020,1142
61,"GM0214    ","GM0214    ","Buren                                             ","Buren                                             ","AM10      ","Rivierenland                                      ","AR03      ","Gelderland                                        ","CR16      ","Zuidwest-Gelderland                               ","CS160     ","Zuidwest-Gelderland                               ","CP1600    ","Zuidwest-Gelderland                               ","GG2014    ","GGD Gelderland-Zuid                               ","JZ30      ","Rivierenland                                      ","KK43      ","Oost                                              ","LB2505    ","Veluwezoom en Betuwe                              ","LG10      ","Rivierengebied                                    ","LD02      ","Oost-Nederland                                    ","NL2       ","Oost-Nederland                                    ","NL22      ","Gelderland                                        ","NL224     ","Zuidwest-Gelderland                               ","PV25      ","Gelderland                                        ","RE02      ","Oost-Nederland                                    ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR09      ","Gelders Rivierengebied                            ","VR08      ","Gelderland-Zuid                                   ","ZK16      ","Nijmegen                                          ","4         ","20 000 tot 50 000 inwoners                        ","5         ","Niet stedelijk           ",26348,270
62,"GM0502    ","GM0502    ","Capelle aan den IJssel                            ","Capelle aan den IJssel                            ","AM22      ","Rijnmond                                          ","AR08      ","Rotterdam                                         ","CR29      ","Groot-Rijnmond                                    ","CS291     ","Rijnmond                                          ","CP2910    ","Rijnmond                                          ","GG4607    ","GGD Rotterdam-Rijnmond                            ","JZ29      ","Rijnmond                                          ","KK45      ","Zuidwest                                          ","LB2809    ","Westland en Zuidhollandse Droogmakerijen          ","LG07      ","Westelijk Holland                                 ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL33      ","Zuid-Holland                                      ","NL339     ","Groot-Rijnmond                                    ","PV28      ","Zuid-Holland                                      ","RE07      ","Rotterdam                                         ","RT13      ","Gerechtshof Den Haag                              ","TR17      ","Overig Nederland                                  ","VR17      ","Rotterdam-Rijnmond                                ","ZK20      ","Rotterdam                                         ","5         ","50 000 tot 100 000 inwoners                       ","2         ","Sterk stedelijk          ",66421,2254
63,"GM0383    ","GM0383    ","Castricum                                         ","Castricum                                         ","AM15      ","Noord-Holland Noord                               ","AR02      ","Noord-Holland                                     ","CR20      ","IJmond                                            ","CS200     ","IJmond                                            ","CP2000    ","IJmond                                            ","GG2707    ","GGD Hollands-Noorden                              ","JZ06      ","Alkmaar (Noord-Kennemerland)                      ","KK41      ","Noordwest                                         ","LB2708    ","Kennemerland                                      ","LG07      ","Westelijk Holland                                 ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL32      ","Noord-Holland                                     ","NL323     ","IJmond                                            ","PV27      ","Noord-Holland                                     ","RE04      ","Noord-Holland                                     ","RT11      ","Gerechtshof Amsterdam                             ","TR02      ","Noordzeebadplaatsen                               ","VR10      ","Noord-Holland-Noord                               ","ZK11      ","Kennemerland                                      ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",35216,1334
64,"GM0109    ","GM0109    ","Coevorden                                         ","Coevorden                                         ","AM03      ","Drenthe                                           ","AR05      ","Noord-Nederland                                   ","CR08      ","Zuidoost-Drenthe                                  ","CS080     ","Zuidoost-Drenthe                                  ","CP0800    ","Zuidoost-Drenthe                                  ","GG0706    ","GGD Drenthe                                       ","JZ04      ","Drenthe                                           ","KK42      ","Noord                                             ","LB2204    ","Zuidelijk Zandgebied in Drenthe                   ","LG04      ","Oostelijk Veehouderijgebied                       ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL13      ","Drenthe                                           ","NL132     ","Zuidoost-Drenthe                                  ","PV22      ","Drenthe                                           ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR12      ","Groningse, Friese en Drentse Zandgronden          ","VR03      ","Drenthe                                           ","ZK06      ","Drenthe                                           ","4         ","20 000 tot 50 000 inwoners                        ","5         ","Niet stedelijk           ",35286,488
65,"GM1706    ","GM1706    ","Cranendonck                                       ","Cranendonck                                       ","AM28      ","Zuidoost-Brabant                                  ","AR10      ","Oost-Brabant                                      ","CR36      ","Zuidoost-Noord-Brabant                            ","CS360     ","Zuidoost-Noord-Brabant                            ","CP3600    ","Zuidoost-Noord-Brabant                            ","GG5608    ","GGD Brabant-Zuidoost                              ","JZ39      ","Zuidoost-Brabant                                  ","KK44      ","Zuid                                              ","LB3010    ","Westelijk Peelgebied                              ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL414     ","Zuidoost-Noord-Brabant                            ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR14      ","O.-Brabant, N.- en M.-Limburg, Nijmegen           ","VR22      ","Brabant-Zuidoost                                  ","ZK30      ","Zuidoost-Brabant                                  ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",20676,585
66,"GM0611    ","GM0611    ","Cromstrijen                                       ","Cromstrijen                                       ","AM22      ","Rijnmond                                          ","AR08      ","Rotterdam                                         ","CR29      ","Groot-Rijnmond                                    ","CS292     ","Overig Groot-Rijnmond                             ","CP2920    ","Overig Groot-Rijnmond                             ","GG4816    ","Dienst Gezondheid & Jeugd ZHZ                     ","JZ31      ","Zuid-Holland Zuid                                 ","KK45      ","Zuidwest                                          ","LB2801    ","Voorne-Putten en Hoeksche Waard                   ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL33      ","Zuid-Holland                                      ","NL339     ","Groot-Rijnmond                                    ","PV28      ","Zuid-Holland                                      ","RE07      ","Rotterdam                                         ","RT13      ","Gerechtshof Den Haag                              ","TR04      ","Deltagebied                                       ","VR18      ","Zuid-Holland-Zuid                                 ","ZK29      ","Zuid-Hollandse Eilanden                           ","3         ","10 000 tot 20 000 inwoners                        ","4         ","Weinig stedelijk         ",12797,655
