"ID","DimensionKey","Title","Description","ParentID"
101,"Woonplaatsen","Brummen",,43
102,"Woonplaatsen","Brunssum",,43
103,"Woonplaatsen","Bunnik",,43
104,"Woonplaatsen","Bunschoten",,43
105,"Woonplaatsen","Buren",,43
106,"Woonplaatsen","Capelle aan den IJssel",,43
107,"Woonplaatsen","Castricum",,43
108,"Woonplaatsen","Coevorden",,43
109,"Woonplaatsen","Cranendonck",,43
110,"Woonplaatsen","Cromstrijen",,43
111,"Woonplaatsen","Cuijk",,43
112,"Woonplaatsen","Culemborg",,43
113,"Woonplaatsen","Dalfsen",,43
114,"Woonplaatsen","Dantumadiel",,43
115,"Woonplaatsen","Delft",,43
116,"Woonplaatsen","Delfzijl",,43
117,"Woonplaatsen","Deurne",,43
118,"Woonplaatsen","Deventer",,43
119,"Woonplaatsen","Diemen",,43
120,"Woonplaatsen","Dinkelland",,43
121,"Woonplaatsen","Doesburg",,43
122,"Woonplaatsen","Doetinchem",,43
123,"Woonplaatsen","Dongen",,43
124,"Woonplaatsen","Dongeradeel",,43
125,"Woonplaatsen","Dordrecht",,43
126,"Woonplaatsen","Drechterland",,43
127,"Woonplaatsen","Drimmelen",,43
128,"Woonplaatsen","Dronten",,43
129,"Woonplaatsen","Druten",,43
130,"Woonplaatsen","Duiven",,43
131,"Woonplaatsen","Echt-Susteren",,43
132,"Woonplaatsen","Edam-Volendam",,43
133,"Woonplaatsen","Ede",,43
134,"Woonplaatsen","Eemnes",,43
135,"Woonplaatsen","Eemsmond",,43
136,"Woonplaatsen","Eersel",,43
137,"Woonplaatsen","Eijsden-Margraten",,43
138,"Woonplaatsen","Eindhoven",,43
139,"Woonplaatsen","Elburg",,43
140,"Woonplaatsen","Emmen",,43
141,"Woonplaatsen","Enkhuizen",,43
142,"Woonplaatsen","Enschede",,43
143,"Woonplaatsen","Epe",,43
144,"Woonplaatsen","Ermelo",,43
145,"Woonplaatsen","Etten-Leur",,43
146,"Woonplaatsen","Ferwerderadiel",,43
147,"Woonplaatsen","Franekeradeel",,43
148,"Woonplaatsen","De Fryske Marren",,43
149,"Woonplaatsen","Geertruidenberg",,43
150,"Woonplaatsen","Geldermalsen",,43
151,"Woonplaatsen","Geldrop-Mierlo",,43
152,"Woonplaatsen","Gemert-Bakel",,43
153,"Woonplaatsen","Gennep",,43
154,"Woonplaatsen","Giessenlanden",,43
155,"Woonplaatsen","Gilze en Rijen",,43
156,"Woonplaatsen","Goeree-Overflakkee",,43
157,"Woonplaatsen","Goes",,43
158,"Woonplaatsen","Goirle",,43
159,"Woonplaatsen","Gooise Meren",,43
160,"Woonplaatsen","Gorinchem",,43
161,"Woonplaatsen","Gouda",,43
162,"Woonplaatsen","Grave",,43
163,"Woonplaatsen","'s-Gravenhage",,43
164,"Woonplaatsen","Groningen",,43
165,"Woonplaatsen","Grootegast",,43
166,"Woonplaatsen","Gulpen-Wittem",,43
167,"Woonplaatsen","Haaksbergen",,43
168,"Woonplaatsen","Haaren",,43
169,"Woonplaatsen","Haarlem",,43
170,"Woonplaatsen","Haarlemmerliede en Spaarnwoude",,43
171,"Woonplaatsen","Haarlemmermeer",,43
172,"Woonplaatsen","Halderberge",,43
173,"Woonplaatsen","Hardenberg",,43
174,"Woonplaatsen","Harderwijk",,43
175,"Woonplaatsen","Hardinxveld-Giessendam",,43
176,"Woonplaatsen","Haren",,43
177,"Woonplaatsen","Harlingen",,43
178,"Woonplaatsen","Hattem",,43
179,"Woonplaatsen","Heemskerk",,43
180,"Woonplaatsen","Heemstede",,43
181,"Woonplaatsen","Heerde",,43
182,"Woonplaatsen","Heerenveen",,43
183,"Woonplaatsen","Heerhugowaard",,43
184,"Woonplaatsen","Heerlen",,43
185,"Woonplaatsen","Heeze-Leende",,43
186,"Woonplaatsen","Heiloo",,43
187,"Woonplaatsen","Den Helder",,43
188,"Woonplaatsen","Hellendoorn",,43
189,"Woonplaatsen","Hellevoetsluis",,43
190,"Woonplaatsen","Helmond",,43
191,"Woonplaatsen","Hendrik-Ido-Ambacht",,43
192,"Woonplaatsen","Hengelo",,43
193,"Woonplaatsen","'s-Hertogenbosch",,43
194,"Woonplaatsen","Heumen",,43
195,"Woonplaatsen","Heusden",,43
196,"Woonplaatsen","Hillegom",,43
197,"Woonplaatsen","Hilvarenbeek",,43
198,"Woonplaatsen","Hilversum",,43
199,"Woonplaatsen","Hof van Twente",,43
200,"Woonplaatsen","Hollands Kroon",,43
201,"Woonplaatsen","Hoogeveen",,43
202,"Woonplaatsen","Hoogezand-Sappemeer",,43
203,"Woonplaatsen","Hoorn",,43
204,"Woonplaatsen","Horst aan de Maas",,43
205,"Woonplaatsen","Houten",,43
206,"Woonplaatsen","Huizen",,43
207,"Woonplaatsen","Hulst",,43
208,"Woonplaatsen","IJsselstein",,43
209,"Woonplaatsen","Kaag en Braassem",,43
210,"Woonplaatsen","Kampen",,43
211,"Woonplaatsen","Kapelle",,43
212,"Woonplaatsen","Katwijk",,43
213,"Woonplaatsen","Kerkrade",,43
214,"Woonplaatsen","Koggenland",,43
215,"Woonplaatsen","Kollumerland en Nieuwkruisland",,43
216,"Woonplaatsen","Korendijk",,43
217,"Woonplaatsen","Krimpen aan den IJssel",,43
218,"Woonplaatsen","Krimpenerwaard",,43
219,"Woonplaatsen","Laarbeek",,43
220,"Woonplaatsen","Landerd",,43
221,"Woonplaatsen","Landgraaf",,43
222,"Woonplaatsen","Landsmeer",,43
223,"Woonplaatsen","Langedijk",,43
224,"Woonplaatsen","Lansingerland",,43
225,"Woonplaatsen","Laren",,43
226,"Woonplaatsen","Leek",,43
227,"Woonplaatsen","Leerdam",,43
228,"Woonplaatsen","Leeuwarden",,43
229,"Woonplaatsen","Leeuwarderadeel",,43
230,"Woonplaatsen","Leiden",,43
231,"Woonplaatsen","Leiderdorp",,43
232,"Woonplaatsen","Leidschendam-Voorburg",,43
233,"Woonplaatsen","Lelystad",,43
234,"Woonplaatsen","Leudal",,43
235,"Woonplaatsen","Leusden",,43
236,"Woonplaatsen","Lingewaal",,43
237,"Woonplaatsen","Lingewaard",,43
238,"Woonplaatsen","Lisse",,43
239,"Woonplaatsen","Littenseradiel",,43
240,"Woonplaatsen","Lochem",,43
241,"Woonplaatsen","Loon op Zand",,43
242,"Woonplaatsen","Lopik",,43
243,"Woonplaatsen","Loppersum",,43
244,"Woonplaatsen","Losser",,43
245,"Woonplaatsen","Maasdriel",,43
246,"Woonplaatsen","Maasgouw",,43
247,"Woonplaatsen","Maassluis",,43
248,"Woonplaatsen","Maastricht",,43
249,"Woonplaatsen","De Marne",,43
250,"Woonplaatsen","Marum",,43
251,"Woonplaatsen","Medemblik",,43
252,"Woonplaatsen","Meerssen",,43
253,"Woonplaatsen","Meierijstad",,43
254,"Woonplaatsen","Menameradiel",,43
255,"Woonplaatsen","Menterwolde",,43
256,"Woonplaatsen","Meppel",,43
257,"Woonplaatsen","Middelburg",,43
258,"Woonplaatsen","Midden-Delfland",,43
259,"Woonplaatsen","Midden-Drenthe",,43
260,"Woonplaatsen","Mill en Sint Hubert",,43
261,"Woonplaatsen","Moerdijk",,43
262,"Woonplaatsen","Molenwaard",,43
263,"Woonplaatsen","Montferland",,43
264,"Woonplaatsen","Montfoort",,43
265,"Woonplaatsen","Mook en Middelaar",,43
266,"Woonplaatsen","Neder-Betuwe",,43
267,"Woonplaatsen","Nederweert",,43
268,"Woonplaatsen","Neerijnen",,43
269,"Woonplaatsen","Nieuwegein",,43
270,"Woonplaatsen","Nieuwkoop",,43
271,"Woonplaatsen","Nijkerk",,43
272,"Woonplaatsen","Nijmegen",,43
273,"Woonplaatsen","Nissewaard",,43
274,"Woonplaatsen","Noord-Beveland",,43
275,"Woonplaatsen","Noordenveld",,43
276,"Woonplaatsen","Noordoostpolder",,43
277,"Woonplaatsen","Noordwijk",,43
278,"Woonplaatsen","Noordwijkerhout",,43
279,"Woonplaatsen","Nuenen, Gerwen en Nederwetten",,43
280,"Woonplaatsen","Nunspeet",,43
281,"Woonplaatsen","Nuth",,43
282,"Woonplaatsen","Oegstgeest",,43
283,"Woonplaatsen","Oirschot",,43
284,"Woonplaatsen","Oisterwijk",,43
285,"Woonplaatsen","Oldambt",,43
286,"Woonplaatsen","Oldebroek",,43
287,"Woonplaatsen","Oldenzaal",,43
288,"Woonplaatsen","Olst-Wijhe",,43
289,"Woonplaatsen","Ommen",,43
290,"Woonplaatsen","Onderbanken",,43
291,"Woonplaatsen","Oost Gelre",,43
292,"Woonplaatsen","Oosterhout",,43
293,"Woonplaatsen","Ooststellingwerf",,43
294,"Woonplaatsen","Oostzaan",,43
295,"Woonplaatsen","Opmeer",,43
296,"Woonplaatsen","Opsterland",,43
297,"Woonplaatsen","Oss",,43
298,"Woonplaatsen","Oud-Beijerland",,43
299,"Woonplaatsen","Oude IJsselstreek",,43
300,"Woonplaatsen","Ouder-Amstel",,43
301,"Woonplaatsen","Oudewater",,43
302,"Woonplaatsen","Overbetuwe",,43
303,"Woonplaatsen","Papendrecht",,43
304,"Woonplaatsen","Peel en Maas",,43
305,"Woonplaatsen","Pekela",,43
306,"Woonplaatsen","Pijnacker-Nootdorp",,43
307,"Woonplaatsen","Purmerend",,43
308,"Woonplaatsen","Putten",,43
309,"Woonplaatsen","Raalte",,43
310,"Woonplaatsen","Reimerswaal",,43
311,"Woonplaatsen","Renkum",,43
312,"Woonplaatsen","Renswoude",,43
313,"Woonplaatsen","Reusel-De Mierden",,43
314,"Woonplaatsen","Rheden",,43
315,"Woonplaatsen","Rhenen",,43
316,"Woonplaatsen","Ridderkerk",,43
317,"Woonplaatsen","Rijnwaarden",,43
318,"Woonplaatsen","Rijssen-Holten",,43
319,"Woonplaatsen","Rijswijk",,43
320,"Woonplaatsen","Roerdalen",,43
321,"Woonplaatsen","Roermond",,43
322,"Woonplaatsen","De Ronde Venen",,43
323,"Woonplaatsen","Roosendaal",,43
324,"Woonplaatsen","Rotterdam",,43
325,"Woonplaatsen","Rozendaal",,43
326,"Woonplaatsen","Rucphen",,43
327,"Woonplaatsen","Schagen",,43
328,"Woonplaatsen","Scherpenzeel",,43
329,"Woonplaatsen","Schiedam",,43
330,"Woonplaatsen","Schiermonnikoog",,43
331,"Woonplaatsen","Schinnen",,43
332,"Woonplaatsen","Schouwen-Duiveland",,43
333,"Woonplaatsen","Simpelveld",,43
334,"Woonplaatsen","Sint Anthonis",,43
335,"Woonplaatsen","Sint-Michielsgestel",,43
336,"Woonplaatsen","Sittard-Geleen",,43
337,"Woonplaatsen","Sliedrecht",,43
338,"Woonplaatsen","Slochteren",,43
339,"Woonplaatsen","Sluis",,43
340,"Woonplaatsen","Smallingerland",,43
341,"Woonplaatsen","Soest",,43
342,"Woonplaatsen","Someren",,43
343,"Woonplaatsen","Son en Breugel",,43
344,"Woonplaatsen","Stadskanaal",,43
345,"Woonplaatsen","Staphorst",,43
346,"Woonplaatsen","Stede Broec",,43
347,"Woonplaatsen","Steenbergen",,43
348,"Woonplaatsen","Steenwijkerland",,43
349,"Woonplaatsen","Stein",,43
350,"Woonplaatsen","Stichtse Vecht",,43
351,"Woonplaatsen","Strijen",,43
352,"Woonplaatsen","Súdwest-Fryslân",,43
353,"Woonplaatsen","Terneuzen",,43
354,"Woonplaatsen","Terschelling",,43
355,"Woonplaatsen","Texel",,43
356,"Woonplaatsen","Teylingen",,43
357,"Woonplaatsen","Tholen",,43
358,"Woonplaatsen","Tiel",,43
359,"Woonplaatsen","Tilburg",,43
360,"Woonplaatsen","Tubbergen",,43
361,"Woonplaatsen","Twenterand",,43
362,"Woonplaatsen","Tynaarlo",,43
363,"Woonplaatsen","Tytsjerksteradiel",,43
364,"Woonplaatsen","Uden",,43
365,"Woonplaatsen","Uitgeest",,43
366,"Woonplaatsen","Uithoorn",,43
367,"Woonplaatsen","Urk",,43
368,"Woonplaatsen","Utrecht",,43
369,"Woonplaatsen","Utrechtse Heuvelrug",,43
370,"Woonplaatsen","Vaals",,43
371,"Woonplaatsen","Valkenburg aan de Geul",,43
372,"Woonplaatsen","Valkenswaard",,43
373,"Woonplaatsen","Veendam",,43
374,"Woonplaatsen","Veenendaal",,43
375,"Woonplaatsen","Veere",,43
376,"Woonplaatsen","Veldhoven",,43
377,"Woonplaatsen","Velsen",,43
378,"Woonplaatsen","Venlo",,43
379,"Woonplaatsen","Venray",,43
380,"Woonplaatsen","Vianen",,43
381,"Woonplaatsen","Vlaardingen",,43
382,"Woonplaatsen","Vlagtwedde",,43
383,"Woonplaatsen","Vlieland",,43
384,"Woonplaatsen","Vlissingen",,43
385,"Woonplaatsen","Voerendaal",,43
386,"Woonplaatsen","Voorschoten",,43
387,"Woonplaatsen","Voorst",,43
388,"Woonplaatsen","Vught",,43
389,"Woonplaatsen","Waalre",,43
390,"Woonplaatsen","Waalwijk",,43
391,"Woonplaatsen","Waddinxveen",,43
392,"Woonplaatsen","Wageningen",,43
393,"Woonplaatsen","Wassenaar",,43
394,"Woonplaatsen","Waterland",,43
395,"Woonplaatsen","Weert",,43
396,"Woonplaatsen","Weesp",,43
397,"Woonplaatsen","Werkendam",,43
398,"Woonplaatsen","West Maas en Waal",,43
399,"Woonplaatsen","Westerveld",,43
400,"Woonplaatsen","Westervoort",,43
401,"Woonplaatsen","Westland",,43
402,"Woonplaatsen","Weststellingwerf",,43
403,"Woonplaatsen","Westvoorne",,43
404,"Woonplaatsen","Wierden",,43
405,"Woonplaatsen","Wijchen",,43
406,"Woonplaatsen","Wijdemeren",,43
407,"Woonplaatsen","Wijk bij Duurstede",,43
408,"Woonplaatsen","Winsum",,43
409,"Woonplaatsen","Winterswijk",,43
410,"Woonplaatsen","Woensdrecht",,43
411,"Woonplaatsen","Woerden",,43
412,"Woonplaatsen","De Wolden",,43
413,"Woonplaatsen","Wormerland",,43
414,"Woonplaatsen","Woudenberg",,43
415,"Woonplaatsen","Woudrichem",,43
416,"Woonplaatsen","Zaanstad",,43
417,"Woonplaatsen","Zaltbommel",,43
418,"Woonplaatsen","Zandvoort",,43
419,"Woonplaatsen","Zederik",,43
420,"Woonplaatsen","Zeewolde",,43
421,"Woonplaatsen","Zeist",,43
422,"Woonplaatsen","Zevenaar",,43
423,"Woonplaatsen","Zoetermeer",,43
424,"Woonplaatsen","Zoeterwoude",,43
425,"Woonplaatsen","Zuidhorn",,43
426,"Woonplaatsen","Zuidplas",,43
427,"Woonplaatsen","Zundert",,43
428,"Woonplaatsen","Zutphen",,43
429,"Woonplaatsen","Zwartewaterland",,43
430,"Woonplaatsen","Zwijndrecht",,43
431,"Woonplaatsen","Zwolle",,43
